Power,Rpm,Bpm,PedalBlob,HeelBlob,AnkleBlob,KneeBlob,KneeBlob2,HipBlob
70,84,93,87.3652516324,93.6649931497473,153.219997912276,129.651301262416,50.3486987375838,57.8804026394581
72,87,94,68.5801539611187,78.7413937131206,144.310994574062,66.3608495244485,113.639150475551,23.9067603244057
74,85,96,40.932062883961,87.5900536933648,148.065035212228,126.466182243077,53.5338177569227,47.949045983643
76,86,97,22.8708877174406,80.7948754984304,147.206439988665,78.979316224459,101.020683775541,37.680582822613
74,87,97,5.78390350434479,81.4113499725787,143.271388212669,107.999022166617,72.0009778333832,33.1414403877818
74,87,98,6.45751856865067,84.026923430625,149.367520266044,91.1319397280669,88.8680602719331,45.4782913584765
77,87,99,7.9328631148478,80.9655550602693,142.119930175694,99.615276262252,80.384723737748,27.1669202347111
67,87,99,37.546560346215,81.2609634806844,150.342288779667,108.326507149993,71.6734928500074,53.590866157983
67,87,100,42.4565076427266,80.9621595242938,139.296813106039,78.8992191156377,101.100780884362,16.2825444758268
74,86,101,60.0811809527121,89.0632053134743,150.671665219509,120.080415833801,59.9195841661987,57.4490157838865
82,87,101,65.5038265510215,79.1873213563831,138.533908231533,68.5337576049604,111.46624239504,15.0701829825369
72,87,101,87.5893617411275,92.2952846158762,151.983147724455,131.79320152207,48.2067984779304,58.5435968774523
72,87,101,84.6810491617121,78.0053474243211,140.282433299019,64.6557185778463,115.344281422154,20.1798988950684
79,87,100,45.7187909802445,88.9187157192105,148.638454936018,129.08827474176,50.9117252582402,50.2205413444098
83,88,100,40.5759380322475,81.3656637305182,146.685945502007,72.5212656972625,107.478734302737,31.6121202136382
73,88,100,25.6792909228008,84.7392960059619,145.71806282391,120.027500856399,59.9724991436012,42.190105617177
73,88,100,16.5224438485186,75.1294539493624,147.274381319832,81.2082005253498,98.7917994746502,39.4036313374825
78,88,101,18.5255370734043,82.8718612885168,144.153393443655,121.423564543392,166.907655686758,13.0923443132423
78,88,101,27.2771282585753,75.0438452173078,147.922302637586,77.4421402382949,102.557859761705,35.8672390647986
78,88,101,6.75578706353602,81.9159498296285,142.773890770061,109.360202694804,70.6397973051962,34.0959315231695
78,89,101,2.89765187545965,8.01727088028427,86.5173150597451,93.4826849402549,42.8083772747423,24.0959315231695
78,89,101,1.12778017331793,74.0635507942368,141.691502207196,110.322928044202,164.058396841882,15.9416031581183
79,89,101,5.94189053589739,82.6522337097494,148.894171869978,91.3340738888993,88.6659261111008,45.7259751170074
81,89,100,7.26445915585502,0.886363955599733,99.3831947895346,80.6168052104654,26.9511668531126,15.7259751170074
87,88,100,15.8421990280764,77.4981425533412,148.692213565872,98.8113351096525,173.337379635975,6.66262036402537
87,89,100,34.8714729383621,0.494506996745361,82.8701895283491,97.1298104716509,17.6991735358438,26.6626203640254
72,89,100,44.339742447273,86.7428934090998,150.223427633726,111.601655524735,68.3983444752647,54.7865721965122
75,89,100,39.8160173544699,76.12878110476,140.328677837913,79.6236267036836,100.376373296316,16.0887495330282
80,88,100,43.7743948692206,86.4465897927814,150.357279731051,114.57025854771,171.517210055132,8.48278994486776
80,88,100,34.8627444699693,0.141958596083661,82.5185754111926,97.4814245888074,17.3596234170226,7.92031810978341
74,88,100,39.5118179524312,78.3389026400006,150.564925767897,111.507960196997,172.079681890217,7.92031810978341
77,88,99,51.3022943834743,80.2105551717331,138.967141828209,73.8419298278637,106.158070172136,14.9280179879803
79,88,99,63.3155311361683,89.7037550880679,151.566023731041,119.851168473745,60.1488315262546,56.7068123810842
83,89,99,59.2966665123972,78.7364850974304,137.547695246251,70.7194442168779,109.280555783122,15.2363721864106
73,89,99,75.0168985800692,91.0901503155012,151.995527146842,125.194799808574,54.8052001914263,57.7700310807834
73,89,99,72.7809947673171,78.5181274527482,138.078026491526,66.315760228394,113.684239771606,15.6756846568554
76,89,99,84.3233786000551,91.3940538773668,151.148673219027,132.478108338946,170.584580845592,9.41541915440814
74,88,99,88.9505563658063,79.2528737616797,141.596483724829,63.7886766373998,116.2113233626,18.1661796062746
85,88,99,79.229362779749,93.9983337037301,152.76553863779,130.789032228886,49.2109677711137,56.2955835988744
85,88,98,87.1129573166361,79.5119047976917,140.798371090232,63.8006286513618,116.199371348638,19.019555302718
71,88,98,71.9228852738989,92.6244443878,151.271004269509,131.822357279789,48.1776427202106,55.9461973763456
78,88,97,76.3444334984892,79.2037903927473,141.369023300638,64.6089106941651,115.391089305835,22.0236518400749
78,88,97,59.6466383108585,90.5250302206379,149.633559506494,132.059523993839,47.9404760061607,54.2265709567486
77,88,97,44.8221798363263,80.7804337590975,145.595980513441,71.0706212940179,108.929378705982,30.5484459712333
80,89,98,38.8254435859386,90.0341741586212,149.198876386258,124.173861911039,55.8261380889607,45.849192400494
85,87,98,37.3754009475888,81.6814152118717,147.232366651758,74.0388497231708,105.961150276829,32.7414187262877
78,86,99,25.0187946013027,84.6318114345412,145.083505140526,119.960983249057,60.0390167509434,42.2256059808422
78,86,100,20.6034423520035,74.8326264373625,147.6782466978,79.7545571326327,100.245442867367,37.9641544317843
70,89,100,10.1591334162707,83.3713777483446,144.096728350364,116.545097006958,165.31960849747,14.6803915025298
75,89,101,19.5363459290055,82.4896583859271,148.104655931095,99.1446104906691,80.8553895093309,50.1612156366011
84,88,101,46.9883685550706,86.7279065578876,149.03249961982,116.848480063609,171.16103657879,8.8389634212096
76,88,102,61.5375712706846,79.5648344158008,138.789778698523,69.932631128411,110.067368871589,14.4199073099043
76,86,102,75.8090768556509,90.9738590575412,150.842493164314,126.636633799974,53.363366200026,58.5921096224502
73,86,103,73.8755934198327,79.5018725016004,139.248970657765,66.3406156486728,113.659384351327,15.2258192090897
78,89,103,55.1693223304547,7.00349566535801,130.609139176965,49.3908608230348,58.847476630491,16.2120495017776
78,88,104,80.4762574217301,79.1505102947349,139.470319783813,65.0797361859374,114.920263814063,16.2120495017776
77,87,104,89.8080424295741,92.7400499079402,151.90144502285,130.673571006086,49.3264289939144,58.144950096204
74,87,105,79.4993369902791,78.8467586195864,140.769203831921,64.3410884321074,115.658911567893,21.0325996063469
78,87,105,82.1976021179126,5.94596416190302,136.141517728839,170.763057088063,9.23694291193709,49.7075701935011
78,87,105,66.8031222656413,79.5090180064249,142.609029137272,65.9876584558191,114.012341544181,24.547077332908
70,87,104,49.9683468028724,90.5423504907921,149.391124740069,129.449361008454,50.5506389915461,51.0396129511634
81,87,104,51.1188497722614,79.9104970031263,143.940877741038,69.4875765601716,110.512423439828,29.3810449466553
81,86,104,35.9622417325042,87.9828309407837,147.832683631586,124.188416310489,55.8115836895114,45.8871639983623
75,87,104,20.3197683960081,79.5540327980147,146.15924314612,80.3814954996698,99.6185045003302,39.1051035287915
92,87,103,9.24132265275444,82.4321879156277,143.27537186534,111.143590174133,68.8564098258673,35.4178189454894
72,87,103,1.3764972389522,82.8664035954465,147.560085480598,89.559498225041,90.440501774959,45.0377324902459
72,89,103,15.2027708614645,76.1882117906448,140.563616226291,96.2948953702871,83.7051046297129,25.2910171751065
73,89,103,19.1260401710297,84.1114792804998,149.148472817541,98.8065752169959,81.1934247830041,49.6124826871634
96,87,102,14.7427812931823,77.1694783404797,141.84396121521,95.551357979994,84.448642020006,24.4202562123925
68,88,102,37.4923849955585,79.6797839423317,150.19471087191,108.512409555657,71.4875904443434,53.5779792241695
68,88,102,42.3339066455356,75.986551712977,139.473724297384,78.6907941670268,101.309205832973,15.8249369321525
70,89,101,63.197916952417,88.4827138952395,149.558169771897,122.002799962836,57.9972000371639,58.1006387907319
70,89,101,78.5479991300781,79.2250854958516,139.045000383228,65.1584104564735,114.841589543526,15.8986961205682
64,87,101,83.8009506957394,5.86865709779666,132.977840462095,47.0221595379053,55.5231184656386,25.8912511205682
86,87,100,53.1506848272719,80.1550261780304,145.067241664603,68.9109791491403,111.08902085086,27.9700059288417
86,86,100,13.3497513534154,82.6355381600528,168.280413451044,128.801274145098,51.198725854902,28.1191547702872
83,86,99,5.33987025031759,7.24282121488726,85.5904730855017,94.4095269144983,42.0299175437616,28.1191547702872
83,86,99,1.92648930898252,82.2564015136333,142.775189149541,102.784439455691,77.2155605443093,29.2627916740372
75,87,99,7.95684231818158,78.9376081731961,144.438723501185,92.9878552509388,87.0121447490612,47.9352616526551
83,87,99,12.3632652970874,0.299346524454554,97.4705916781348,82.5294083218652,25.7200573523276,36.8871639983623
83,87,99,26.3271858504526,86.2738876383888,150.560992717823,101.333509954949,78.6664900450506,50.2699006581642
81,87,99,37.8538443002474,80.4555080235224,139.457639227861,80.9356088534075,99.0643911465925,16.9818068233927
85,87,99,36.6503093859646,80.7931992321304,150.116764310823,107.483962226867,72.5160377731333,53.2850446495747
88,88,99,28.8008549564639,80.5525437282025,140.157465031833,86.4461483446515,93.5538516553486,19.4539948401117
81,88,99,26.3701359799024,85.1940816857938,149.985743080573,101.286284595739,78.7137154042607,50.6308855990026
79,90,99,16.4535749069667,81.7133093041494,141.365791297755,94.1401100884731,85.8598899115269,23.6516008229141
79,90,100,17.8061578055673,83.659046556891,149.074116110199,96.7343884739245,83.2656115260755,48.6177304479202
64,90,100,38.2978985351204,78.021749829616,137.129062516419,82.4266726565617,97.5733273434383,18.8245694938921
57,89,101,62.1290044222451,88.4399659236613,152.389532779374,120.271302894381,59.7286971056187,56.9314788901296
77,98,101,66.0553749879404,82.1524415909864,144.229711862102,67.4079202019098,112.59207979809,12.3597523485877
77,98,101,85.4049018614762,92.7447539312736,154.40639419231,128.472402452017,51.5275975479828,57.2672070090735
80,100,101,76.967919779212,84.1988592504947,146.333568314037,64.9018664503272,115.098133549673,12.8599462742807
77,100,100,86.2751526026698,92.5313645832657,153.685024711611,130.673781893191,49.3262181068095,57.2219098386371
73,93,98,70.8376556301894,82.8169250494147,146.561170907571,65.1268480122702,114.87315198773,21.3360985856471
73,93,98,52.2779563242506,91.5588084161608,151.319564694363,128.673940407654,51.3260595923457,50.3500754251979
77,91,96,54.154956713841,84.4657545202958,149.976155441887,68.7751063952264,111.224893604774,25.836633024559
75,87,96,42.1065085185962,89.8843588844255,151.174592634934,125.261032826725,54.7389671732749,46.4573362244516
75,87,95,43.4682835429818,85.9471843586339,150.710276638864,71.2081696479902,108.79183035201,28.6052828647822
