,PedalBlob,HeelBlob,AnkleBlob,KneeBlob,KneeBlob2,HipBlob
0,25.142200665453228,84.76876653338738,108.50455524918216,97.1647400150574,82.8352599849426,32.11312816551825
1,65.15990878316181,3.947544888103958,129.15689424029966,50.843105759700336,53.07712464108652,
2,28.607438846305755,92.60313566631436,126.77334595587426,100.3799410057065,79.6200589942935,53.25243010089011
3,75.08589730643399,87.20865412695021,111.31020805371915,71.54817472875934,108.45182527124066,25.04468112140301
4,30.012467502842327,91.63852457331747,121.71715395785247,122.94804063657244,57.05195936342756,48.15259602744654
5,45.50010234148611,94.17233795852796,129.45368348851798,109.06879115145908,70.93120884854092,56.08042272994751
6,77.62506037306596,86.36433669557111,113.45921934038009,68.40210792428674,111.59789207571326,29.441908155497828
7,1.9454965514322178,86.82019856807264,114.07830121657746,106.07445842491504,177.27535185688225,2.724648143117747
8,49.08878069327798,0.7237275183014557,126.70047350526646,53.29952649473354,61.45037480262667,
9,40.448303859500946,87.49179207484784,177.97463301181926,2.0253669881807355,84.90804877065574,
10,20.557176555808077,86.54738894747614,113.41756094247259,94.03981256668001,174.465457339974,5.5345426600260055
11,56.37574274197755,0.9954547076301249,127.8863949391177,52.11360506088231,60.80065751014423,
12,40.68646475293287,87.77917420609117,119.5059499961946,73.1508271010854,106.8491728989146,37.33989952026466
13,18.57630731883746,87.37869157974322,114.55133176691258,97.45617429836665,82.54382570163335,30.953073265032376
14,79.59870867139549,96.18873600680828,131.4182655681732,125.91587082692389,54.08412917307611,60.46671272813303
15,35.51653051100904,88.53645451037379,119.18889756122809,75.19559160846713,104.80440839153287,39.59849911410425
16,40.42135151965501,87.63576118228319,111.70924423227703,85.99107203653014,94.00892796346986,26.779117712099197
17,59.63370141776854,96.06806547317925,129.90315322669352,131.6881117349314,48.3118882650686,57.1650841310388
18,13.460432363183033,91.38184128356068,126.56693601613185,92.72225357594009,87.27774642405991,49.95942520643072
19,64.25912063662803,87.81711915480685,110.85543178947259,74.14166679796497,105.85833320203503,24.414331921292963
20,49.61664743087562,97.43796050911568,129.98854576549326,127.38448724029558,52.615512759704416,52.58594058949346
21,14.548538723847434,92.69428397621047,127.89490152258192,92.90182733164676,87.09817266835324,49.63910817134988
22,60.83331575404767,87.98503432656891,111.52392593280767,76.03922673921498,103.96077326078502,24.478975268128877
23,79.8408233920974,2.1620253960713347,131.02270334291552,48.97729665708448,55.74136325801866,
24,5.9016754460027805,91.26988372067495,124.6373244085426,88.77278670515564,91.22721329484436,48.242690129358934
25,53.07708277985966,87.58525362039333,111.22650533467124,79.48639424855203,100.51360575144797,25.013727349971333
26,86.0476280045873,1.916649643959545,133.32615075150696,46.67384924849304,58.878791194849654,
27,12.3700763343637,89.4706682907854,121.89207441287502,81.87893282032971,98.12106717967029,44.44848388893677
28,29.372045437450833,87.33216768504855,113.59480457897001,91.87752801721992,88.12247198278008,28.589447132670337
29,63.34964156577977,94.14285035924075,131.49209735009325,48.507902649906754,59.79409227221653,
30,57.59090985991134,88.94344585906174,112.35501106565982,77.19825300595063,102.80174699404937,24.363013006560244
31,50.484557903848255,93.89766822986475,127.08138421356512,112.99518156139628,67.00481843860372,58.244134259039974
32,16.629257440303167,87.73436841005812,114.34025527857298,95.81174598405639,174.21045898340697,5.789541016593034
33,28.467099354789013,88.69708239215609,178.93045078733942,1.0695492126605757,85.99303239818937,
34,87.06316484716668,95.96133843272463,130.25016693298124,129.5823353258869,50.4176646741131,61.468767127674994
35,0.3289275200486665,87.96079607734958,116.0692770712531,106.6323112687471,73.3676887312529,36.57734597546423
36,68.6316444940551,87.83201853927969,109.08909380838418,73.2422757925638,106.7577242074362,25.78402053171378
37,47.09095987749224,86.48575021474545,114.94922009463939,72.0639996442239,107.9360003557761,37.54377534415533
38,18.020638925477893,90.81410785053278,123.54902413676201,95.62138640610011,84.37861359389989,52.33372107114362
39,72.11371040776048,95.78525445754829,134.79892845378234,45.20107154621766,60.48940137470978,
40,58.26054191285265,97.02857790802068,130.2344599130584,128.37564553295692,51.62435446704308,54.72661273146981
41,8.431443175225077,89.01288165787919,154.81677900432425,25.183220995675754,72.24853045726277,
42,38.82358803482117,88.75322578373803,112.2247080518691,86.15089714553872,93.84910285446128,26.579508313050262
43,85.36773473865732,87.34379516970186,109.51141316881048,69.06878651834282,110.93121348165718,27.766718264236427
44,35.46773686979233,87.6808940463533,118.3335014485039,74.36444978351466,105.63555021648534,39.309455549609126
45,20.777046560198578,91.01420568429799,124.42133137681851,97.2443063996703,82.7556936003297,53.15191800608567
46,72.77606756636693,101.45059938379947,131.2624094874407,48.73759051255931,58.294332100391806,
47,56.50221954735499,101.01928285537113,163.97370840432166,16.026291595678344,77.33996890722017,
48,1.0778380616314036,89.7369757738198,118.05066125959273,104.85953356013935,75.14046643986065,34.91906230727496
49,51.23144799455187,89.5881078833318,112.50099881452847,79.19147346492653,100.80852653507347,23.91082564173515
50,79.7087577367449,87.20829747246626,109.71084027898453,67.69648436213362,112.30351563786638,29.598914558965717
51,13.845213117557634,90.1343299760966,123.92046607754038,80.66856293734756,99.33143706265244,42.88124748180471
52,38.686394224509506,86.1389331795765,127.01289637885138,106.11618518619422,73.88381481380578,56.13567649852722
53,82.93972449807674,96.50351600146588,131.92132824509164,125.81468682173498,54.18531317826502,60.07021182597498
