Power,Rpm,Bpm,PedalBlob,HeelBlob,AnkleBlob,KneeBlob,KneeBlob2,HipBlob
147,88,138,44.5049334760892,81.1400345351779,141.493057908358,80.3027827012867,99.6972172987133,20.1743281781616
145,86,138,76.4674005115,86.4948927857398,147.891421919377,132.592176646471,47.4078233535286,64.6458165179318
155,86,138,78.7886032230157,75.6653005068644,136.922959340516,71.4477360556842,108.552263944316,24.2561325146609
152,86,137,57.0507708186892,87.5828684995801,147.451435918887,138.087760232599,41.9122397674006,58.8817420968426
153,85,136,34.3763650570684,73.2494490770905,143.981959316647,77.721191962722,102.278808037278,38.4760913171443
158,86,135,18.9694337559336,80.0118258587147,142.555511682132,121.080613840442,58.9193861595583,44.0971590291486
159,86,135,2.3044382693502,6.42218810887036,90.9419297561617,89.0580702438383,48.1837431204585,38.0615259029149
156,88,134,6.55451280832314,73.0123965383469,139.188272260717,105.005147600479,74.9948523995211,33.3721302274496
156,86,134,33.6667367165246,78.9987950149249,148.401344155525,106.093939303398,73.9060606966019,55.3711371042541
149,86,134,50.2964358010706,78.0123538884071,137.134831005059,79.0366087585143,100.963391241486,21.6065739490969
144,86,135,82.4379477335024,87.2230062384774,148.285711555501,134.099427496847,45.9005725031529,64.2501276380896
147,87,135,89.3048554164267,79.2585373417248,140.54053211918,69.6056957966657,110.394304203334,24.2807305412066
160,85,135,59.7731520641918,88.2003942124119,148.352090360804,137.107430419323,42.8925695806775,58.7719839759866
157,85,135,40.8545748919532,79.7715530757975,145.212694771285,75.7544028993368,104.245597100663,36.0146953097978
150,84,135,21.7562592012694,81.7466036112981,143.824948238327,120.059425362966,59.9405746370339,43.6439999773275
150,85,134,28.0011183163227,83.5483881322753,148.152984723789,102.988870755603,77.011129244397,54.0411220248315
138,86,134,37.8635573933733,79.4230211056629,139.496605632134,84.2620154653026,95.7379845346974,22.0113835494092
151,84,135,56.9157815980768,6.82478145779238,134.011404568445,45.9885954315554,63.2220714830677,25.5113832521492
143,84,135,65.343138590903,78.5419739536498,142.547276595542,71.0344005413367,108.965599458663,30.2230016727851
162,82,135,21.4361603878561,81.8782814241346,144.296618648312,120.001180613718,59.9988193862817,43.381196739937
163,82,135,21.3471545159374,78.011679941712,149.397169103725,98.9506612656833,81.0493387343167,51.6221780749332
156,82,134,49.2673487481085,81.4648903258862,142.19318996205,77.5208155222082,102.479184477792,18.6766501202061
156,83,134,66.9850354686347,7.59047044874942,135.308125364165,44.6918746358349,61.9666375844336,22.5636512633462
151,83,133,61.541200907491,79.019024434369,142.824385817267,71.6611615059898,108.33883849401,30.8962231900879
138,84,133,37.988711855404,84.0680370891887,143.229860338084,130.293840677223,49.7061593227772,52.2888925991603
119,84,133,22.9097494973923,79.3218334896515,144.498152552623,81.5917875866343,98.4082124133657,41.8285351288786
109,86,133,15.6105805987758,81.9872025659799,144.178092764524,115.634899653969,64.3651003460313,40.1238458294219
117,86,133,22.4526455582527,75.5276823928087,147.745687274522,99.9535811620456,80.0464188379545,52.7887281362274
103,86,133,19.9115884642928,0.427290960730323,94.628518655481,85.371481344519,26.3522537752383,52.7887281362274
103,86,132,43.2802010678031,77.7066647205553,149.174428090732,111.848651630446,68.1513483695544,57.41427140569
99,86,131,41.5361008158215,80.1016676907524,139.519371791394,81.7175943984401,98.2824056015599,20.7101384580162
99,87,130,72.9640056942655,87.2010414299351,149.234593153681,126.730771472504,53.2692285274964,61.6768037029123
103,86,128,72.8971608016652,79.9438185553124,140.27266947405,70.4342403820468,109.565759617953,20.5133893443483
110,84,127,62.345212776963,89.2982331514696,148.811565867777,136.569292455158,43.4307075448424,58.9418981505846
105,84,127,51.0586482266195,80.5693192271879,145.371782579087,73.2093402794871,106.790659720513,32.9582301564428
105,84,126,32.3693034301387,83.7208275739308,144.459029939144,126.61267721334,53.3873227866599,48.933026094857
127,84,126,55.8530114884137,78.3100090890431,142.364335083767,72.6857109499465,107.314289050054,32.9722211951393
136,97,124,27.8084407896732,74.3930377744027,144.790612103581,79.9339516508127,100.066048349187,40.4357035532451
118,98,121,54.8845475811417,76.1916435207191,139.49471313752,72.8638863034037,107.136113696596,34.8140457156823
118,99,122,40.2363180321128,5.77148664673224,124.798459437869,55.2015405621312,61.3349547029242,33.1246621156823
118,100,122,5.86063781823607,79.7656841692891,140.579393953126,111.673519087646,68.3264809123541,37.6794522608122
123,100,123,60.0282595073745,76.2939628540289,139.340848974981,71.4339032499034,108.566096750097,32.8284702388888
118,101,123,66.5036225202836,88.5469985350381,150.101457836248,122.69808486829,57.3019151317097,59.9412317596234
124,101,123,9.17679976271834,80.7119722082817,141.152922240914,112.816551609296,67.1834483907041,38.5628287353208
121,101,123,83.6476682389759,77.5133746712731,137.382723135145,69.4737163593413,110.526283640659,27.4755639044249
123,99,123,46.3154725069265,78.507777440732,148.493488338273,113.195126665731,66.8048733342693,58.3142962158309
123,99,123,33.9159866738448,84.3621202565505,145.259894464766,126.227546153824,53.7724538461762,48.808665178379
125,99,123,85.1537994785289,77.1010760546822,135.899750175667,68.4282649675201,111.57173503248,24.1973089421641
120,101,123,28.8611269495593,75.6506711724572,144.964675378955,105.301318545732,74.6986814542684,55.8021307068586
120,101,123,45.055505505526,85.9004254622305,145.160915713832,130.777953390798,49.2220466092017,53.3238330878575
119,101,123,57.6046774942923,78.9411724016502,136.364287425577,74.2857417128403,105.71425828716,19.9009367303431
113,100,123,2.39745225359139,6.31993025595683,92.2160556923177,87.7839443076823,48.976623255115,19.9009367303431
113,100,123,71.1711155364729,80.3241150624314,139.15863959152,69.8583149935603,110.14168500644,19.7596737529467
